Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Distribucio_P80_20,Import_Renda_Disponible,Index_Gini,Import_Renda_Neta,Import_Renda_Bruta,Edat_Mitjana
2021,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,76,2.6,24290.77,30.5,19652,25230,46.494219653179194
2021,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,77,3.1,21456.35,31.9,16947,21531,44.092516784018336
2021,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,78,3.0,22375.68,32.3,17585,22255,44.092516784018336
2021,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,79,2.6,24324.45,29.8,19397,24746,44.092516784018336
2021,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,80,2.6,23093.24,29.6,18582,23633,44.092516784018336
2021,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,81,2.8,22920.18,32.2,18257,23233,44.092516784018336
2021,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,82,2.4,24178.46,29.0,19173,24492,45.41248002840405
2021,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,83,2.3,26063.89,29.0,20791,26449,45.41248002840405
2021,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,84,2.6,23222.01,29.4,18391,23439,45.41248002840405
2021,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,85,2.4,24809.13,29.8,19828,25867,45.41248002840405
2021,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,86,2.7,28705.93,32.4,22988,29894,45.41248002840405
2021,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,87,2.3,27033.32,27.5,21830,27648,45.41248002840405
2021,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,88,2.6,24398.27,30.9,19455,24579,45.41248002840405
2021,7,Horta-Guinardó,33,el Baix Guinardó,1,2.6,23957.18,29.5,19208,24454,47.39324800593582
2021,7,Horta-Guinardó,33,el Baix Guinardó,2,2.8,20907.32,31.8,16633,20495,47.39324800593582
2021,7,Horta-Guinardó,33,el Baix Guinardó,3,2.9,21923.56,33.4,17451,22294,47.39324800593582
2021,7,Horta-Guinardó,33,el Baix Guinardó,4,2.7,20639.47,31.0,16429,20332,47.39324800593582
2021,7,Horta-Guinardó,33,el Baix Guinardó,5,2.6,20695.65,30.7,16394,20393,47.39324800593582
2021,7,Horta-Guinardó,33,el Baix Guinardó,6,2.6,23162.13,29.6,18604,23169,47.39324800593582
2021,7,Horta-Guinardó,33,el Baix Guinardó,7,2.4,20669.73,29.6,16434,20251,47.39324800593582
2021,7,Horta-Guinardó,33,el Baix Guinardó,8,2.6,22317.6,27.9,18031,22431,47.39324800593582
2021,7,Horta-Guinardó,33,el Baix Guinardó,9,2.5,20456.64,28.9,16108,19850,45.41103341103341
2021,7,Horta-Guinardó,33,el Baix Guinardó,10,2.8,22019.27,32.6,17481,22240,45.41103341103341
2021,7,Horta-Guinardó,33,el Baix Guinardó,11,3.1,21049.49,32.8,16741,20865,45.41103341103341
2021,7,Horta-Guinardó,33,el Baix Guinardó,12,3.0,19902.19,30.8,15818,19526,45.41103341103341
